AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
1-4|0.1|0.2|0.1|17|Mortality|16048677|Liver and Intrahepatic Bile Duct|2012
10-14|~|~|~|~|Mortality|20671622|Liver and Intrahepatic Bile Duct|2012
15-19|~|~|~|~|Mortality|21373098|Liver and Intrahepatic Bile Duct|2012
5-9|~|~|~|~|Mortality|20467414|Liver and Intrahepatic Bile Duct|2012
<1|~|~|~|~|Mortality|3926486|Liver and Intrahepatic Bile Duct|2012
1-4|0.6|0.9|0.7|119|Incidence|16048677|Liver and Intrahepatic Bile Duct|2012
10-14|0.1|0.2|0.1|26|Incidence|20671622|Liver and Intrahepatic Bile Duct|2012
15-19|0.1|0.2|0.1|28|Incidence|21373098|Liver and Intrahepatic Bile Duct|2012
5-9|0.1|0.2|0.1|21|Incidence|20467414|Liver and Intrahepatic Bile Duct|2012
<1|1.1|1.9|1.5|59|Incidence|3926486|Liver and Intrahepatic Bile Duct|2012
1-4|~|~|~|~|Mortality|16048677|Lung and Bronchus|2012
10-14|~|~|~|~|Mortality|20671622|Lung and Bronchus|2012
15-19|~|~|~|~|Mortality|21373098|Lung and Bronchus|2012
5-9|~|~|~|~|Mortality|20467414|Lung and Bronchus|2012
<1|~|~|~|~|Mortality|3926486|Lung and Bronchus|2012
1-4|~|~|~|~|Incidence|16048677|Lung and Bronchus|2012
10-14|~|~|~|~|Incidence|20671622|Lung and Bronchus|2012
15-19|0.1|0.2|0.1|30|Incidence|21373098|Lung and Bronchus|2012
5-9|~|~|~|~|Incidence|20467414|Lung and Bronchus|2012
<1|~|~|~|~|Incidence|3926486|Lung and Bronchus|2012
1-4|~|~|~|~|Mortality|7852288|Male and Female Breast|2012
10-14|~|~|~|~|Mortality|10110562|Male and Female Breast|2012
15-19|~|~|~|~|Mortality|10410430|Male and Female Breast|2012
5-9|~|~|~|~|Mortality|10015570|Male and Female Breast|2012
<1|~|~|~|~|Mortality|1918799|Male and Female Breast|2012
1-4|~|~|~|~|Incidence|7852288|Male and Female Breast|2012
10-14|~|~|~|~|Incidence|10110562|Male and Female Breast|2012
15-19|0.1|0.3|0.2|17|Incidence|10410430|Male and Female Breast|2012
5-9|~|~|~|~|Incidence|10015570|Male and Female Breast|2012
<1|~|~|~|~|Incidence|1918799|Male and Female Breast|2012
1-4|~|~|~|~|Incidence|7852288|Male and Female Breast, <i>in situ</i>|2012
10-14|~|~|~|~|Incidence|10110562|Male and Female Breast, <i>in situ</i>|2012
15-19|~|~|~|~|Incidence|10410430|Male and Female Breast, <i>in situ</i>|2012
5-9|~|~|~|~|Incidence|10015570|Male and Female Breast, <i>in situ</i>|2012
<1|~|~|~|~|Incidence|1918799|Male and Female Breast, <i>in situ</i>|2012
1-4|~|~|~|~|Mortality|16048677|Melanomas of the Skin|2012
10-14|~|~|~|~|Mortality|20671622|Melanomas of the Skin|2012
15-19|~|~|~|~|Mortality|21373098|Melanomas of the Skin|2012
5-9|~|~|~|~|Mortality|20467414|Melanomas of the Skin|2012
<1|~|~|~|~|Mortality|3926486|Melanomas of the Skin|2012
1-4|0.1|0.2|0.1|18|Incidence|16048677|Melanomas of the Skin|2012
10-14|0.2|0.3|0.2|44|Incidence|20671622|Melanomas of the Skin|2012
15-19|0.9|1.2|1.0|223|Incidence|21373098|Melanomas of the Skin|2012
5-9|0.1|0.3|0.2|38|Incidence|20467414|Melanomas of the Skin|2012
<1|~|~|~|~|Incidence|3926486|Melanomas of the Skin|2012
1-4|~|~|~|~|Mortality|16048677|Mesothelioma|2012
10-14|~|~|~|~|Mortality|20671622|Mesothelioma|2012
15-19|~|~|~|~|Mortality|21373098|Mesothelioma|2012
5-9|~|~|~|~|Mortality|20467414|Mesothelioma|2012
<1|~|~|~|~|Mortality|3926486|Mesothelioma|2012
1-4|~|~|~|~|Incidence|16048677|Mesothelioma|2012
10-14|~|~|~|~|Incidence|20671622|Mesothelioma|2012
15-19|~|~|~|~|Incidence|21373098|Mesothelioma|2012
5-9|~|~|~|~|Incidence|20467414|Mesothelioma|2012
<1|~|~|~|~|Incidence|3926486|Mesothelioma|2012
1-4|~|~|~|~|Mortality|16048677|Myeloma|2012
10-14|~|~|~|~|Mortality|20671622|Myeloma|2012
15-19|~|~|~|~|Mortality|21373098|Myeloma|2012
5-9|~|~|~|~|Mortality|20467414|Myeloma|2012
<1|~|~|~|~|Mortality|3926486|Myeloma|2012
1-4|~|~|~|~|Incidence|16048677|Myeloma|2012
10-14|~|~|~|~|Incidence|20671622|Myeloma|2012
15-19|~|~|~|~|Incidence|21373098|Myeloma|2012
5-9|~|~|~|~|Incidence|20467414|Myeloma|2012
<1|~|~|~|~|Incidence|3926486|Myeloma|2012
1-4|~|~|~|~|Mortality|16048677|Non-Hodgkin Lymphoma|2012
10-14|0.1|0.1|0.1|18|Mortality|20671622|Non-Hodgkin Lymphoma|2012
15-19|0.1|0.2|0.1|24|Mortality|21373098|Non-Hodgkin Lymphoma|2012
5-9|~|~|~|~|Mortality|20467414|Non-Hodgkin Lymphoma|2012
<1|~|~|~|~|Mortality|3926486|Non-Hodgkin Lymphoma|2012
1-4|0.5|0.8|0.7|105|Incidence|16048677|Non-Hodgkin Lymphoma|2012
10-14|1.2|1.5|1.4|281|Incidence|20671622|Non-Hodgkin Lymphoma|2012
15-19|1.8|2.2|2.0|419|Incidence|21373098|Non-Hodgkin Lymphoma|2012
5-9|0.9|1.2|1.1|215|Incidence|20467414|Non-Hodgkin Lymphoma|2012
<1|0.2|0.7|0.4|16|Incidence|3926486|Non-Hodgkin Lymphoma|2012
1-4|~|~|~|~|Mortality|16048677|Oral Cavity and Pharynx|2012
10-14|~|~|~|~|Mortality|20671622|Oral Cavity and Pharynx|2012
15-19|~|~|~|~|Mortality|21373098|Oral Cavity and Pharynx|2012
5-9|~|~|~|~|Mortality|20467414|Oral Cavity and Pharynx|2012
<1|~|~|~|~|Mortality|3926486|Oral Cavity and Pharynx|2012
1-4|~|~|~|~|Incidence|16048677|Oral Cavity and Pharynx|2012
10-14|0.2|0.3|0.3|55|Incidence|20671622|Oral Cavity and Pharynx|2012
15-19|0.4|0.6|0.5|106|Incidence|21373098|Oral Cavity and Pharynx|2012
5-9|~|~|~|~|Incidence|20467414|Oral Cavity and Pharynx|2012
<1|~|~|~|~|Incidence|3926486|Oral Cavity and Pharynx|2012
1-4|~|~|~|~|Mortality|7852288|Ovary|2012
10-14|~|~|~|~|Mortality|10110562|Ovary|2012
15-19|~|~|~|~|Mortality|10410430|Ovary|2012
5-9|~|~|~|~|Mortality|10015570|Ovary|2012
<1|~|~|~|~|Mortality|1918799|Ovary|2012
1-4|~|~|~|~|Incidence|7852288|Ovary|2012
10-14|0.6|0.9|0.7|75|Incidence|10110562|Ovary|2012
15-19|1.3|1.8|1.5|160|Incidence|10410430|Ovary|2012
5-9|0.2|0.4|0.2|25|Incidence|10015570|Ovary|2012
<1|~|~|~|~|Incidence|1918799|Ovary|2012
1-4|~|~|~|~|Mortality|16048677|Pancreas|2012
10-14|~|~|~|~|Mortality|20671622|Pancreas|2012
15-19|~|~|~|~|Mortality|21373098|Pancreas|2012
5-9|~|~|~|~|Mortality|20467414|Pancreas|2012
<1|~|~|~|~|Mortality|3926486|Pancreas|2012
1-4|~|~|~|~|Incidence|16048677|Pancreas|2012
10-14|~|~|~|~|Incidence|20671622|Pancreas|2012
15-19|0.0|0.1|0.1|17|Incidence|21373098|Pancreas|2012
5-9|~|~|~|~|Incidence|20467414|Pancreas|2012
<1|~|~|~|~|Incidence|3926486|Pancreas|2012
1-4|~|~|~|~|Mortality|8196389|Prostate|2012
10-14|~|~|~|~|Mortality|10561060|Prostate|2012
15-19|~|~|~|~|Mortality|10962668|Prostate|2012
5-9|~|~|~|~|Mortality|10451844|Prostate|2012
<1|~|~|~|~|Mortality|2007687|Prostate|2012
1-4|~|~|~|~|Incidence|8196389|Prostate|2012
10-14|~|~|~|~|Incidence|10561060|Prostate|2012
15-19|~|~|~|~|Incidence|10962668|Prostate|2012
5-9|~|~|~|~|Incidence|10451844|Prostate|2012
<1|~|~|~|~|Incidence|2007687|Prostate|2012
1-4|~|~|~|~|Mortality|16048677|Stomach|2012
10-14|~|~|~|~|Mortality|20671622|Stomach|2012
15-19|~|~|~|~|Mortality|21373098|Stomach|2012
5-9|~|~|~|~|Mortality|20467414|Stomach|2012
<1|~|~|~|~|Mortality|3926486|Stomach|2012
1-4|~|~|~|~|Incidence|16048677|Stomach|2012
10-14|~|~|~|~|Incidence|20671622|Stomach|2012
15-19|~|~|~|~|Incidence|21373098|Stomach|2012
5-9|~|~|~|~|Incidence|20467414|Stomach|2012
<1|~|~|~|~|Incidence|3926486|Stomach|2012
1-4|~|~|~|~|Mortality|8196389|Testis|2012
10-14|~|~|~|~|Mortality|10561060|Testis|2012
15-19|~|~|~|~|Mortality|10962668|Testis|2012
5-9|~|~|~|~|Mortality|10451844|Testis|2012
<1|~|~|~|~|Mortality|2007687|Testis|2012
1-4|0.2|0.4|0.3|21|Incidence|8196389|Testis|2012
10-14|~|~|~|~|Incidence|10561060|Testis|2012
15-19|3.4|4.2|3.8|415|Incidence|10962668|Testis|2012
5-9|~|~|~|~|Incidence|10451844|Testis|2012
<1|~|~|~|~|Incidence|2007687|Testis|2012
1-4|~|~|~|~|Mortality|16048677|Thyroid|2012
10-14|~|~|~|~|Mortality|20671622|Thyroid|2012
15-19|~|~|~|~|Mortality|21373098|Thyroid|2012
5-9|~|~|~|~|Mortality|20467414|Thyroid|2012
<1|~|~|~|~|Mortality|3926486|Thyroid|2012
1-4|~|~|~|~|Incidence|16048677|Thyroid|2012
10-14|0.7|0.9|0.8|164|Incidence|20671622|Thyroid|2012
15-19|2.7|3.1|2.9|618|Incidence|21373098|Thyroid|2012
5-9|0.1|0.2|0.1|27|Incidence|20467414|Thyroid|2012
<1|~|~|~|~|Incidence|3926486|Thyroid|2012
1-4|~|~|~|~|Mortality|16048677|Urinary Bladder|2012
10-14|~|~|~|~|Mortality|20671622|Urinary Bladder|2012
15-19|~|~|~|~|Mortality|21373098|Urinary Bladder|2012
5-9|~|~|~|~|Mortality|20467414|Urinary Bladder|2012
<1|~|~|~|~|Mortality|3926486|Urinary Bladder|2012
1-4|~|~|~|~|Incidence|16048677|Urinary Bladder|2012
10-14|~|~|~|~|Incidence|20671622|Urinary Bladder|2012
15-19|0.1|0.2|0.1|23|Incidence|21373098|Urinary Bladder|2012
5-9|~|~|~|~|Incidence|20467414|Urinary Bladder|2012
<1|~|~|~|~|Incidence|3926486|Urinary Bladder|2012
1-4|2.1|2.3|2.2|1772|Mortality|79777139|All Cancer Sites Combined|2012-2016
10-14|2.0|2.2|2.1|2195|Mortality|103232418|All Cancer Sites Combined|2012-2016
15-19|2.8|3.0|2.9|3046|Mortality|105862691|All Cancer Sites Combined|2012-2016
5-9|2.1|2.2|2.2|2209|Mortality|102456016|All Cancer Sites Combined|2012-2016
<1|1.3|1.7|1.5|299|Mortality|19752090|All Cancer Sites Combined|2012-2016
1-4|22.6|23.3|22.9|18306|Incidence|79777139|All Cancer Sites Combined|2012-2016
10-14|14.8|15.3|15.0|15510|Incidence|103232418|All Cancer Sites Combined|2012-2016
15-19|23.2|23.7|23.5|24825|Incidence|105862691|All Cancer Sites Combined|2012-2016
5-9|13.0|13.5|13.3|13590|Incidence|102456016|All Cancer Sites Combined|2012-2016
<1|27.7|29.2|28.4|5618|Incidence|19752090|All Cancer Sites Combined|2012-2016
1-4|0.6|0.7|0.6|485|Mortality|79777139|Brain and Other Nervous System|2012-2016
10-14|0.6|0.7|0.7|689|Mortality|103232418|Brain and Other Nervous System|2012-2016
15-19|0.5|0.6|0.6|584|Mortality|105862691|Brain and Other Nervous System|2012-2016
5-9|0.9|1.0|0.9|944|Mortality|102456016|Brain and Other Nervous System|2012-2016
<1|0.3|0.5|0.4|71|Mortality|19752090|Brain and Other Nervous System|2012-2016
1-4|4.4|4.7|4.6|3660|Incidence|79777139|Brain and Other Nervous System|2012-2016
10-14|2.8|3.0|2.9|3023|Incidence|103232418|Brain and Other Nervous System|2012-2016
15-19|2.2|2.4|2.3|2438|Incidence|105862691|Brain and Other Nervous System|2012-2016
5-9|3.4|3.7|3.5|3632|Incidence|102456016|Brain and Other Nervous System|2012-2016
<1|3.8|4.3|4.1|801|Incidence|19752090|Brain and Other Nervous System|2012-2016
1-4|~|~|~|~|Mortality|39004314|Cervix|2012-2016
10-14|~|~|~|~|Mortality|50537382|Cervix|2012-2016
15-19|~|~|~|~|Mortality|51668013|Cervix|2012-2016
5-9|~|~|~|~|Mortality|50141860|Cervix|2012-2016
<1|~|~|~|~|Mortality|9650612|Cervix|2012-2016
1-4|~|~|~|~|Incidence|39004314|Cervix|2012-2016
10-14|~|~|~|~|Incidence|50537382|Cervix|2012-2016
15-19|0.1|0.1|0.1|41|Incidence|51668013|Cervix|2012-2016
5-9|~|~|~|~|Incidence|50141860|Cervix|2012-2016
<1|~|~|~|~|Incidence|9650612|Cervix|2012-2016
1-4|~|~|~|~|Mortality|79777139|Colon and Rectum|2012-2016
10-14|~|~|~|~|Mortality|103232418|Colon and Rectum|2012-2016
15-19|0.0|0.0|0.0|38|Mortality|105862691|Colon and Rectum|2012-2016
5-9|~|~|~|~|Mortality|102456016|Colon and Rectum|2012-2016
<1|~|~|~|~|Mortality|19752090|Colon and Rectum|2012-2016
1-4|~|~|~|~|Incidence|79777139|Colon and Rectum|2012-2016
10-14|0.3|0.4|0.3|358|Incidence|103232418|Colon and Rectum|2012-2016
15-19|0.8|1.0|0.9|949|Incidence|105862691|Colon and Rectum|2012-2016
5-9|0.0|0.1|0.1|61|Incidence|102456016|Colon and Rectum|2012-2016
<1|~|~|~|~|Incidence|19752090|Colon and Rectum|2012-2016
1-4|~|~|~|~|Mortality|39004314|Corpus and Uterus, NOS|2012-2016
10-14|~|~|~|~|Mortality|50537382|Corpus and Uterus, NOS|2012-2016
15-19|~|~|~|~|Mortality|51668013|Corpus and Uterus, NOS|2012-2016
5-9|~|~|~|~|Mortality|50141860|Corpus and Uterus, NOS|2012-2016
<1|~|~|~|~|Mortality|9650612|Corpus and Uterus, NOS|2012-2016
1-4|~|~|~|~|Incidence|39004314|Corpus and Uterus, NOS|2012-2016
10-14|~|~|~|~|Incidence|50537382|Corpus and Uterus, NOS|2012-2016
15-19|0.1|0.1|0.1|40|Incidence|51668013|Corpus and Uterus, NOS|2012-2016
5-9|~|~|~|~|Incidence|50141860|Corpus and Uterus, NOS|2012-2016
<1|~|~|~|~|Incidence|9650612|Corpus and Uterus, NOS|2012-2016
1-4|~|~|~|~|Mortality|79777139|Esophagus|2012-2016
10-14|~|~|~|~|Mortality|103232418|Esophagus|2012-2016
15-19|~|~|~|~|Mortality|105862691|Esophagus|2012-2016
5-9|~|~|~|~|Mortality|102456016|Esophagus|2012-2016
<1|~|~|~|~|Mortality|19752090|Esophagus|2012-2016
1-4|~|~|~|~|Incidence|79777139|Esophagus|2012-2016
10-14|~|~|~|~|Incidence|103232418|Esophagus|2012-2016
15-19|~|~|~|~|Incidence|105862691|Esophagus|2012-2016
5-9|~|~|~|~|Incidence|102456016|Esophagus|2012-2016
<1|~|~|~|~|Incidence|19752090|Esophagus|2012-2016
1-4|~|~|~|~|Mortality|39004314|Female Breast|2012-2016
10-14|~|~|~|~|Mortality|50537382|Female Breast|2012-2016
15-19|~|~|~|~|Mortality|51668013|Female Breast|2012-2016
5-9|~|~|~|~|Mortality|50141860|Female Breast|2012-2016
<1|~|~|~|~|Mortality|9650612|Female Breast|2012-2016
1-4|~|~|~|~|Incidence|39004314|Female Breast|2012-2016
10-14|~|~|~|~|Incidence|50537382|Female Breast|2012-2016
15-19|0.1|0.2|0.1|72|Incidence|51668013|Female Breast|2012-2016
5-9|~|~|~|~|Incidence|50141860|Female Breast|2012-2016
<1|~|~|~|~|Incidence|9650612|Female Breast|2012-2016
1-4|~|~|~|~|Incidence|39004314|Female Breast, <i>in situ</i>|2012-2016
10-14|~|~|~|~|Incidence|50537382|Female Breast, <i>in situ</i>|2012-2016
15-19|~|~|~|~|Incidence|51668013|Female Breast, <i>in situ</i>|2012-2016
5-9|~|~|~|~|Incidence|50141860|Female Breast, <i>in situ</i>|2012-2016
<1|~|~|~|~|Incidence|9650612|Female Breast, <i>in situ</i>|2012-2016
1-4|~|~|~|~|Mortality|79777139|Hodgkin Lymphoma|2012-2016
10-14|~|~|~|~|Mortality|103232418|Hodgkin Lymphoma|2012-2016
15-19|0.0|0.0|0.0|33|Mortality|105862691|Hodgkin Lymphoma|2012-2016
5-9|~|~|~|~|Mortality|102456016|Hodgkin Lymphoma|2012-2016
<1|~|~|~|~|Mortality|19752090|Hodgkin Lymphoma|2012-2016
1-4|0.1|0.1|0.1|66|Incidence|79777139|Hodgkin Lymphoma|2012-2016
10-14|1.2|1.3|1.2|1272|Incidence|103232418|Hodgkin Lymphoma|2012-2016
15-19|3.0|3.2|3.1|3308|Incidence|105862691|Hodgkin Lymphoma|2012-2016
5-9|0.3|0.4|0.4|393|Incidence|102456016|Hodgkin Lymphoma|2012-2016
<1|~|~|~|~|Incidence|19752090|Hodgkin Lymphoma|2012-2016
1-4|.|.|.|.|Mortality|79777139|Kaposi Sarcoma|2012-2016
10-14|.|.|.|.|Mortality|103232418|Kaposi Sarcoma|2012-2016
15-19|.|.|.|.|Mortality|105862691|Kaposi Sarcoma|2012-2016
5-9|.|.|.|.|Mortality|102456016|Kaposi Sarcoma|2012-2016
<1|.|.|.|.|Mortality|19752090|Kaposi Sarcoma|2012-2016
1-4|~|~|~|~|Incidence|79777139|Kaposi Sarcoma|2012-2016
10-14|~|~|~|~|Incidence|103232418|Kaposi Sarcoma|2012-2016
15-19|~|~|~|~|Incidence|105862691|Kaposi Sarcoma|2012-2016
5-9|~|~|~|~|Incidence|102456016|Kaposi Sarcoma|2012-2016
<1|~|~|~|~|Incidence|19752090|Kaposi Sarcoma|2012-2016
1-4|0.1|0.1|0.1|58|Mortality|79777139|Kidney and Renal Pelvis|2012-2016
10-14|0.0|0.0|0.0|35|Mortality|103232418|Kidney and Renal Pelvis|2012-2016
15-19|0.0|0.1|0.0|47|Mortality|105862691|Kidney and Renal Pelvis|2012-2016
5-9|0.0|0.1|0.1|65|Mortality|102456016|Kidney and Renal Pelvis|2012-2016
<1|~|~|~|~|Mortality|19752090|Kidney and Renal Pelvis|2012-2016
1-4|1.9|2.1|2.0|1626|Incidence|79777139|Kidney and Renal Pelvis|2012-2016
10-14|0.2|0.2|0.2|182|Incidence|103232418|Kidney and Renal Pelvis|2012-2016
15-19|0.2|0.3|0.2|261|Incidence|105862691|Kidney and Renal Pelvis|2012-2016
5-9|0.6|0.7|0.6|663|Incidence|102456016|Kidney and Renal Pelvis|2012-2016
<1|1.6|2.0|1.8|351|Incidence|19752090|Kidney and Renal Pelvis|2012-2016
1-4|~|~|~|~|Mortality|79777139|Larynx|2012-2016
10-14|~|~|~|~|Mortality|103232418|Larynx|2012-2016
15-19|~|~|~|~|Mortality|105862691|Larynx|2012-2016
5-9|~|~|~|~|Mortality|102456016|Larynx|2012-2016
<1|~|~|~|~|Mortality|19752090|Larynx|2012-2016
1-4|~|~|~|~|Incidence|79777139|Larynx|2012-2016
10-14|~|~|~|~|Incidence|103232418|Larynx|2012-2016
15-19|~|~|~|~|Incidence|105862691|Larynx|2012-2016
5-9|~|~|~|~|Incidence|102456016|Larynx|2012-2016
<1|~|~|~|~|Incidence|19752090|Larynx|2012-2016
1-4|0.6|0.8|0.7|556|Mortality|79777139|Leukemias|2012-2016
10-14|0.5|0.6|0.6|585|Mortality|103232418|Leukemias|2012-2016
15-19|0.7|0.8|0.7|770|Mortality|105862691|Leukemias|2012-2016
5-9|0.4|0.5|0.5|475|Mortality|102456016|Leukemias|2012-2016
<1|0.4|0.6|0.5|102|Mortality|19752090|Leukemias|2012-2016
1-4|8.6|9.0|8.8|7031|Incidence|79777139|Leukemias|2012-2016
10-14|3.0|3.2|3.1|3230|Incidence|103232418|Leukemias|2012-2016
15-19|3.0|3.2|3.1|3305|Incidence|105862691|Leukemias|2012-2016
5-9|4.0|4.3|4.1|4243|Incidence|102456016|Leukemias|2012-2016
<1|3.9|4.5|4.2|834|Incidence|19752090|Leukemias|2012-2016
1-4|0.1|0.1|0.1|89|Mortality|79777139|Liver and Intrahepatic Bile Duct|2012-2016
10-14|0.0|0.0|0.0|31|Mortality|103232418|Liver and Intrahepatic Bile Duct|2012-2016
15-19|0.0|0.1|0.1|55|Mortality|105862691|Liver and Intrahepatic Bile Duct|2012-2016
5-9|0.0|0.1|0.0|44|Mortality|102456016|Liver and Intrahepatic Bile Duct|2012-2016
<1|~|~|~|~|Mortality|19752090|Liver and Intrahepatic Bile Duct|2012-2016
1-4|0.6|0.7|0.6|511|Incidence|79777139|Liver and Intrahepatic Bile Duct|2012-2016
10-14|0.1|0.1|0.1|119|Incidence|103232418|Liver and Intrahepatic Bile Duct|2012-2016
15-19|0.1|0.2|0.1|140|Incidence|105862691|Liver and Intrahepatic Bile Duct|2012-2016
5-9|0.1|0.1|0.1|128|Incidence|102456016|Liver and Intrahepatic Bile Duct|2012-2016
<1|1.4|1.8|1.6|315|Incidence|19752090|Liver and Intrahepatic Bile Duct|2012-2016
1-4|~|~|~|~|Mortality|79777139|Lung and Bronchus|2012-2016
10-14|0.0|0.0|0.0|16|Mortality|103232418|Lung and Bronchus|2012-2016
15-19|0.0|0.0|0.0|35|Mortality|105862691|Lung and Bronchus|2012-2016
5-9|~|~|~|~|Mortality|102456016|Lung and Bronchus|2012-2016
<1|~|~|~|~|Mortality|19752090|Lung and Bronchus|2012-2016
1-4|0.1|0.1|0.1|64|Incidence|79777139|Lung and Bronchus|2012-2016
10-14|0.0|0.1|0.1|52|Incidence|103232418|Lung and Bronchus|2012-2016
15-19|0.1|0.2|0.1|138|Incidence|105862691|Lung and Bronchus|2012-2016
5-9|0.0|0.0|0.0|29|Incidence|102456016|Lung and Bronchus|2012-2016
<1|0.1|0.2|0.1|28|Incidence|19752090|Lung and Bronchus|2012-2016
1-4|~|~|~|~|Mortality|39004314|Male and Female Breast|2012-2016
10-14|~|~|~|~|Mortality|50537382|Male and Female Breast|2012-2016
15-19|~|~|~|~|Mortality|51668013|Male and Female Breast|2012-2016
5-9|~|~|~|~|Mortality|50141860|Male and Female Breast|2012-2016
<1|~|~|~|~|Mortality|9650612|Male and Female Breast|2012-2016
1-4|~|~|~|~|Incidence|39004314|Male and Female Breast|2012-2016
10-14|~|~|~|~|Incidence|50537382|Male and Female Breast|2012-2016
15-19|0.1|0.2|0.1|72|Incidence|51668013|Male and Female Breast|2012-2016
5-9|~|~|~|~|Incidence|50141860|Male and Female Breast|2012-2016
<1|~|~|~|~|Incidence|9650612|Male and Female Breast|2012-2016
1-4|~|~|~|~|Incidence|39004314|Male and Female Breast, <i>in situ</i>|2012-2016
10-14|~|~|~|~|Incidence|50537382|Male and Female Breast, <i>in situ</i>|2012-2016
15-19|~|~|~|~|Incidence|51668013|Male and Female Breast, <i>in situ</i>|2012-2016
5-9|~|~|~|~|Incidence|50141860|Male and Female Breast, <i>in situ</i>|2012-2016
<1|~|~|~|~|Incidence|9650612|Male and Female Breast, <i>in situ</i>|2012-2016
1-4|~|~|~|~|Mortality|79777139|Melanomas of the Skin|2012-2016
10-14|~|~|~|~|Mortality|103232418|Melanomas of the Skin|2012-2016
15-19|0.0|0.0|0.0|25|Mortality|105862691|Melanomas of the Skin|2012-2016
5-9|~|~|~|~|Mortality|102456016|Melanomas of the Skin|2012-2016
<1|~|~|~|~|Mortality|19752090|Melanomas of the Skin|2012-2016
1-4|0.1|0.1|0.1|94|Incidence|79777139|Melanomas of the Skin|2012-2016
10-14|0.2|0.3|0.3|270|Incidence|103232418|Melanomas of the Skin|2012-2016
15-19|0.9|1.0|1.0|1006|Incidence|105862691|Melanomas of the Skin|2012-2016
5-9|0.2|0.2|0.2|179|Incidence|102456016|Melanomas of the Skin|2012-2016
<1|0.2|0.4|0.3|57|Incidence|19752090|Melanomas of the Skin|2012-2016
1-4|~|~|~|~|Mortality|79777139|Mesothelioma|2012-2016
10-14|~|~|~|~|Mortality|103232418|Mesothelioma|2012-2016
15-19|~|~|~|~|Mortality|105862691|Mesothelioma|2012-2016
5-9|~|~|~|~|Mortality|102456016|Mesothelioma|2012-2016
<1|~|~|~|~|Mortality|19752090|Mesothelioma|2012-2016
1-4|~|~|~|~|Incidence|79777139|Mesothelioma|2012-2016
10-14|~|~|~|~|Incidence|103232418|Mesothelioma|2012-2016
15-19|~|~|~|~|Incidence|105862691|Mesothelioma|2012-2016
5-9|~|~|~|~|Incidence|102456016|Mesothelioma|2012-2016
<1|~|~|~|~|Incidence|19752090|Mesothelioma|2012-2016
1-4|~|~|~|~|Mortality|79777139|Myeloma|2012-2016
10-14|~|~|~|~|Mortality|103232418|Myeloma|2012-2016
15-19|~|~|~|~|Mortality|105862691|Myeloma|2012-2016
5-9|~|~|~|~|Mortality|102456016|Myeloma|2012-2016
<1|~|~|~|~|Mortality|19752090|Myeloma|2012-2016
1-4|~|~|~|~|Incidence|79777139|Myeloma|2012-2016
10-14|~|~|~|~|Incidence|103232418|Myeloma|2012-2016
15-19|~|~|~|~|Incidence|105862691|Myeloma|2012-2016
5-9|~|~|~|~|Incidence|102456016|Myeloma|2012-2016
<1|~|~|~|~|Incidence|19752090|Myeloma|2012-2016
1-4|0.0|0.0|0.0|27|Mortality|79777139|Non-Hodgkin Lymphoma|2012-2016
10-14|0.1|0.1|0.1|87|Mortality|103232418|Non-Hodgkin Lymphoma|2012-2016
15-19|0.1|0.2|0.1|152|Mortality|105862691|Non-Hodgkin Lymphoma|2012-2016
5-9|0.0|0.1|0.1|55|Mortality|102456016|Non-Hodgkin Lymphoma|2012-2016
<1|~|~|~|~|Mortality|19752090|Non-Hodgkin Lymphoma|2012-2016
1-4|0.7|0.8|0.7|593|Incidence|79777139|Non-Hodgkin Lymphoma|2012-2016
10-14|1.3|1.5|1.4|1429|Incidence|103232418|Non-Hodgkin Lymphoma|2012-2016
15-19|1.9|2.0|1.9|2062|Incidence|105862691|Non-Hodgkin Lymphoma|2012-2016
5-9|1.0|1.1|1.1|1107|Incidence|102456016|Non-Hodgkin Lymphoma|2012-2016
<1|0.3|0.4|0.3|65|Incidence|19752090|Non-Hodgkin Lymphoma|2012-2016
1-4|~|~|~|~|Mortality|79777139|Oral Cavity and Pharynx|2012-2016
10-14|~|~|~|~|Mortality|103232418|Oral Cavity and Pharynx|2012-2016
15-19|0.0|0.0|0.0|17|Mortality|105862691|Oral Cavity and Pharynx|2012-2016
5-9|~|~|~|~|Mortality|102456016|Oral Cavity and Pharynx|2012-2016
<1|~|~|~|~|Mortality|19752090|Oral Cavity and Pharynx|2012-2016
1-4|0.0|0.1|0.0|39|Incidence|79777139|Oral Cavity and Pharynx|2012-2016
10-14|0.2|0.3|0.3|283|Incidence|103232418|Oral Cavity and Pharynx|2012-2016
15-19|0.4|0.5|0.5|488|Incidence|105862691|Oral Cavity and Pharynx|2012-2016
5-9|0.1|0.1|0.1|99|Incidence|102456016|Oral Cavity and Pharynx|2012-2016
<1|0.1|0.2|0.1|27|Incidence|19752090|Oral Cavity and Pharynx|2012-2016
1-4|~|~|~|~|Mortality|39004314|Ovary|2012-2016
10-14|~|~|~|~|Mortality|50537382|Ovary|2012-2016
15-19|0.0|0.1|0.1|32|Mortality|51668013|Ovary|2012-2016
5-9|~|~|~|~|Mortality|50141860|Ovary|2012-2016
<1|~|~|~|~|Mortality|9650612|Ovary|2012-2016
