AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|0.5|0.6|0.5|Malignant|702|119233275|Female|Lymphomas and Hematopoietic Neoplasms|2012|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|608145338|Female|Lymphomas and Hematopoietic Neoplasms|2012-2016|~|~|~
20+|0.5|0.6|0.6|Malignant|3822|608145338|Female|Lymphomas and Hematopoietic Neoplasms|2012-2016|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|120424999|Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
20+|0.5|0.6|0.5|Malignant|739|120424999|Female|Lymphomas and Hematopoietic Neoplasms|2013|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|121659593|Female|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
20+|0.5|0.6|0.6|Malignant|814|121659593|Female|Lymphomas and Hematopoietic Neoplasms|2014|0.6|0.7|0.7
20+|~|~|~|Benign/Borderline|~|122838596|Female|Lymphomas and Hematopoietic Neoplasms|2015|~|~|~
20+|0.5|0.6|0.5|Malignant|754|122838596|Female|Lymphomas and Hematopoietic Neoplasms|2015|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|123988875|Female|Lymphomas and Hematopoietic Neoplasms|2016|~|~|~
20+|0.5|0.6|0.6|Malignant|813|123988875|Female|Lymphomas and Hematopoietic Neoplasms|2016|0.6|0.7|0.7
20+|11.9|12.3|12.1|Benign/Borderline|14083|109112165|Female|Meningioma|2004|12.7|13.1|12.9
20+|0.2|0.3|0.2|Malignant|273|109112165|Female|Meningioma|2004|0.2|0.3|0.3
20+|13.4|13.9|13.7|Benign/Borderline|16154|110320645|Female|Meningioma|2005|14.4|14.9|14.6
20+|0.2|0.3|0.2|Malignant|279|110320645|Female|Meningioma|2005|0.2|0.3|0.3
20+|14.1|14.5|14.3|Benign/Borderline|17179|111567226|Female|Meningioma|2006|15.2|15.6|15.4
20+|0.2|0.2|0.2|Malignant|251|111567226|Female|Meningioma|2006|0.2|0.3|0.2
20+|14.6|15.0|14.8|Benign/Borderline|18066|112783993|Female|Meningioma|2007|15.8|16.3|16.0
20+|0.2|0.2|0.2|Malignant|269|112783993|Female|Meningioma|2007|0.2|0.3|0.2
20+|15.3|15.7|15.5|Benign/Borderline|19284|114027722|Female|Meningioma|2008|16.7|17.2|16.9
20+|0.2|0.2|0.2|Malignant|216|114027722|Female|Meningioma|2008|0.2|0.2|0.2
20+|16.3|16.7|16.5|Benign/Borderline|20873|115293599|Female|Meningioma|2009|17.9|18.4|18.1
20+|0.1|0.2|0.2|Malignant|200|115293599|Female|Meningioma|2009|0.2|0.2|0.2
20+|15.7|16.1|15.9|Benign/Borderline|20446|116622642|Female|Meningioma|2010|17.3|17.8|17.5
20+|0.1|0.2|0.2|Malignant|205|116622642|Female|Meningioma|2010|0.2|0.2|0.2
20+|15.7|16.2|16.0|Benign/Borderline|20806|117941206|Female|Meningioma|2011|17.4|17.9|17.6
20+|0.1|0.2|0.1|Malignant|185|117941206|Female|Meningioma|2011|0.1|0.2|0.2
20+|16.0|16.4|16.2|Benign/Borderline|21488|119233275|Female|Meningioma|2012|17.8|18.3|18.0
20+|0.1|0.2|0.2|Malignant|202|119233275|Female|Meningioma|2012|0.1|0.2|0.2
20+|16.2|16.4|16.3|Benign/Borderline|111794|608145338|Female|Meningioma|2012-2016|18.3|18.5|18.4
20+|0.1|0.2|0.1|Malignant|986|608145338|Female|Meningioma|2012-2016|0.2|0.2|0.2
20+|16.0|16.4|16.2|Benign/Borderline|21796|120424999|Female|Meningioma|2013|17.9|18.3|18.1
20+|0.1|0.2|0.2|Malignant|225|120424999|Female|Meningioma|2013|0.2|0.2|0.2
20+|16.2|16.6|16.4|Benign/Borderline|22504|121659593|Female|Meningioma|2014|18.3|18.7|18.5
20+|0.1|0.2|0.2|Malignant|215|121659593|Female|Meningioma|2014|0.2|0.2|0.2
20+|16.4|16.8|16.6|Benign/Borderline|23184|122838596|Female|Meningioma|2015|18.6|19.1|18.9
20+|0.1|0.2|0.1|Malignant|189|122838596|Female|Meningioma|2015|0.1|0.2|0.2
20+|15.9|16.4|16.2|Benign/Borderline|22822|123988875|Female|Meningioma|2016|18.2|18.6|18.4
20+|0.1|0.1|0.1|Malignant|155|123988875|Female|Meningioma|2016|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|109112165|Female|Mixed glioma|2004|~|~|~
20+|0.2|0.2|0.2|Malignant|197|109112165|Female|Mixed glioma|2004|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|110320645|Female|Mixed glioma|2005|~|~|~
20+|0.2|0.3|0.2|Malignant|237|110320645|Female|Mixed glioma|2005|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|111567226|Female|Mixed glioma|2006|~|~|~
20+|0.2|0.3|0.2|Malignant|273|111567226|Female|Mixed glioma|2006|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|112783993|Female|Mixed glioma|2007|~|~|~
20+|0.2|0.3|0.2|Malignant|241|112783993|Female|Mixed glioma|2007|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|114027722|Female|Mixed glioma|2008|~|~|~
20+|0.2|0.3|0.2|Malignant|263|114027722|Female|Mixed glioma|2008|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|115293599|Female|Mixed glioma|2009|~|~|~
20+|0.2|0.3|0.3|Malignant|283|115293599|Female|Mixed glioma|2009|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|116622642|Female|Mixed glioma|2010|~|~|~
20+|0.2|0.3|0.2|Malignant|269|116622642|Female|Mixed glioma|2010|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|117941206|Female|Mixed glioma|2011|~|~|~
20+|0.2|0.3|0.2|Malignant|271|117941206|Female|Mixed glioma|2011|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|119233275|Female|Mixed glioma|2012|~|~|~
20+|0.2|0.2|0.2|Malignant|240|119233275|Female|Mixed glioma|2012|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|608145338|Female|Mixed glioma|2012-2016|~|~|~
20+|0.1|0.2|0.1|Malignant|857|608145338|Female|Mixed glioma|2012-2016|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|120424999|Female|Mixed glioma|2013|~|~|~
20+|0.2|0.2|0.2|Malignant|248|120424999|Female|Mixed glioma|2013|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|121659593|Female|Mixed glioma|2014|~|~|~
20+|0.1|0.2|0.2|Malignant|199|121659593|Female|Mixed glioma|2014|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|122838596|Female|Mixed glioma|2015|~|~|~
20+|0.1|0.1|0.1|Malignant|129|122838596|Female|Mixed glioma|2015|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|123988875|Female|Mixed glioma|2016|~|~|~
20+|0.0|0.0|0.0|Malignant|41|123988875|Female|Mixed glioma|2016|0.0|0.0|0.0
20+|0.5|0.6|0.6|Benign/Borderline|687|109112165|Female|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.5|0.6|0.6|Malignant|702|109112165|Female|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.7|0.8|0.7|Benign/Borderline|870|110320645|Female|Neoplasm, unspecified|2005|0.7|0.8|0.8
20+|0.5|0.6|0.6|Malignant|720|110320645|Female|Neoplasm, unspecified|2005|0.6|0.7|0.7
20+|0.6|0.7|0.7|Benign/Borderline|802|111567226|Female|Neoplasm, unspecified|2006|0.7|0.8|0.7
20+|0.5|0.6|0.6|Malignant|721|111567226|Female|Neoplasm, unspecified|2006|0.6|0.7|0.6
20+|0.6|0.7|0.7|Benign/Borderline|834|112783993|Female|Neoplasm, unspecified|2007|0.7|0.8|0.7
20+|0.5|0.5|0.5|Malignant|649|112783993|Female|Neoplasm, unspecified|2007|0.5|0.6|0.6
20+|0.6|0.7|0.7|Benign/Borderline|830|114027722|Female|Neoplasm, unspecified|2008|0.7|0.8|0.7
20+|0.5|0.6|0.6|Malignant|751|114027722|Female|Neoplasm, unspecified|2008|0.6|0.7|0.7
20+|0.7|0.8|0.7|Benign/Borderline|915|115293599|Female|Neoplasm, unspecified|2009|0.7|0.8|0.8
20+|0.5|0.6|0.6|Malignant|785|115293599|Female|Neoplasm, unspecified|2009|0.6|0.7|0.7
20+|0.6|0.7|0.6|Benign/Borderline|815|116622642|Female|Neoplasm, unspecified|2010|0.7|0.7|0.7
20+|0.4|0.5|0.5|Malignant|647|116622642|Female|Neoplasm, unspecified|2010|0.5|0.6|0.6
20+|0.6|0.7|0.7|Benign/Borderline|837|117941206|Female|Neoplasm, unspecified|2011|0.7|0.8|0.7
20+|0.4|0.5|0.5|Malignant|645|117941206|Female|Neoplasm, unspecified|2011|0.5|0.6|0.5
20+|0.6|0.7|0.6|Benign/Borderline|863|119233275|Female|Neoplasm, unspecified|2012|0.7|0.8|0.7
20+|0.4|0.5|0.5|Malignant|659|119233275|Female|Neoplasm, unspecified|2012|0.5|0.6|0.6
20+|0.6|0.6|0.6|Benign/Borderline|4034|608145338|Female|Neoplasm, unspecified|2012-2016|0.6|0.7|0.7
20+|0.4|0.5|0.4|Malignant|3327|608145338|Female|Neoplasm, unspecified|2012-2016|0.5|0.6|0.5
20+|0.6|0.6|0.6|Benign/Borderline|795|120424999|Female|Neoplasm, unspecified|2013|0.6|0.7|0.7
20+|0.4|0.5|0.5|Malignant|666|120424999|Female|Neoplasm, unspecified|2013|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|860|121659593|Female|Neoplasm, unspecified|2014|0.7|0.8|0.7
20+|0.5|0.5|0.5|Malignant|733|121659593|Female|Neoplasm, unspecified|2014|0.6|0.6|0.6
20+|0.5|0.6|0.6|Benign/Borderline|810|122838596|Female|Neoplasm, unspecified|2015|0.6|0.7|0.7
20+|0.4|0.5|0.5|Malignant|719|122838596|Female|Neoplasm, unspecified|2015|0.5|0.6|0.6
20+|0.5|0.5|0.5|Benign/Borderline|706|123988875|Female|Neoplasm, unspecified|2016|0.5|0.6|0.6
20+|0.3|0.4|0.4|Malignant|550|123988875|Female|Neoplasm, unspecified|2016|0.4|0.5|0.4
20+|2.2|2.4|2.3|Benign/Borderline|2547|109112165|Female|Nerve sheath, benign and malignant|2004|2.2|2.4|2.3
20+|0.0|0.0|0.0|Malignant|19|109112165|Female|Nerve sheath, benign and malignant|2004|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2814|110320645|Female|Nerve sheath, benign and malignant|2005|2.5|2.6|2.6
20+|0.0|0.0|0.0|Malignant|22|110320645|Female|Nerve sheath, benign and malignant|2005|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2934|111567226|Female|Nerve sheath, benign and malignant|2006|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|22|111567226|Female|Nerve sheath, benign and malignant|2006|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2933|112783993|Female|Nerve sheath, benign and malignant|2007|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|39|112783993|Female|Nerve sheath, benign and malignant|2007|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3059|114027722|Female|Nerve sheath, benign and malignant|2008|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|26|114027722|Female|Nerve sheath, benign and malignant|2008|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3214|115293599|Female|Nerve sheath, benign and malignant|2009|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|16|115293599|Female|Nerve sheath, benign and malignant|2009|0.0|0.0|0.0
20+|2.4|2.5|2.4|Benign/Borderline|3011|116622642|Female|Nerve sheath, benign and malignant|2010|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|22|116622642|Female|Nerve sheath, benign and malignant|2010|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3263|117941206|Female|Nerve sheath, benign and malignant|2011|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|20|117941206|Female|Nerve sheath, benign and malignant|2011|0.0|0.0|0.0
20+|2.6|2.8|2.7|Benign/Borderline|3431|119233275|Female|Nerve sheath, benign and malignant|2012|2.8|3.0|2.9
20+|0.0|0.0|0.0|Malignant|26|119233275|Female|Nerve sheath, benign and malignant|2012|0.0|0.0|0.0
20+|2.7|2.8|2.7|Benign/Borderline|17724|608145338|Female|Nerve sheath, benign and malignant|2012-2016|2.9|3.0|2.9
20+|0.0|0.0|0.0|Malignant|112|608145338|Female|Nerve sheath, benign and malignant|2012-2016|0.0|0.0|0.0
20+|2.7|2.9|2.8|Benign/Borderline|3566|120424999|Female|Nerve sheath, benign and malignant|2013|2.9|3.1|3.0
20+|0.0|0.0|0.0|Malignant|23|120424999|Female|Nerve sheath, benign and malignant|2013|0.0|0.0|0.0
20+|2.7|2.9|2.8|Benign/Borderline|3655|121659593|Female|Nerve sheath, benign and malignant|2014|2.9|3.1|3.0
20+|0.0|0.0|0.0|Malignant|16|121659593|Female|Nerve sheath, benign and malignant|2014|0.0|0.0|0.0
20+|2.7|2.9|2.8|Benign/Borderline|3660|122838596|Female|Nerve sheath, benign and malignant|2015|2.9|3.1|3.0
20+|0.0|0.0|0.0|Malignant|23|122838596|Female|Nerve sheath, benign and malignant|2015|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3412|123988875|Female|Nerve sheath, benign and malignant|2016|2.7|2.8|2.8
20+|0.0|0.0|0.0|Malignant|24|123988875|Female|Nerve sheath, benign and malignant|2016|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109112165|Female|Neuroepithelial|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|19|109112165|Female|Neuroepithelial|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|110320645|Female|Neuroepithelial|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|23|110320645|Female|Neuroepithelial|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|111567226|Female|Neuroepithelial|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|16|111567226|Female|Neuroepithelial|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|112783993|Female|Neuroepithelial|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|20|112783993|Female|Neuroepithelial|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|114027722|Female|Neuroepithelial|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|27|114027722|Female|Neuroepithelial|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|115293599|Female|Neuroepithelial|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|21|115293599|Female|Neuroepithelial|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|116622642|Female|Neuroepithelial|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|26|116622642|Female|Neuroepithelial|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|117941206|Female|Neuroepithelial|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|23|117941206|Female|Neuroepithelial|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|119233275|Female|Neuroepithelial|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|27|119233275|Female|Neuroepithelial|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|608145338|Female|Neuroepithelial|2012-2016|~|~|~
20+|0.0|0.0|0.0|Malignant|126|608145338|Female|Neuroepithelial|2012-2016|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|120424999|Female|Neuroepithelial|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|21|120424999|Female|Neuroepithelial|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|121659593|Female|Neuroepithelial|2014|~|~|~
20+|0.0|0.0|0.0|Malignant|22|121659593|Female|Neuroepithelial|2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|122838596|Female|Neuroepithelial|2015|~|~|~
20+|0.0|0.0|0.0|Malignant|35|122838596|Female|Neuroepithelial|2015|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|123988875|Female|Neuroepithelial|2016|~|~|~
20+|0.0|0.0|0.0|Malignant|21|123988875|Female|Neuroepithelial|2016|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|154|109112165|Female|Neuronal/glial, neuronal|2004|0.1|0.2|0.1
20+|~|~|~|Malignant|~|109112165|Female|Neuronal/glial, neuronal|2004|~|~|~
20+|0.1|0.2|0.2|Benign/Borderline|182|110320645|Female|Neuronal/glial, neuronal|2005|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|19|110320645|Female|Neuronal/glial, neuronal|2005|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|187|111567226|Female|Neuronal/glial, neuronal|2006|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|18|111567226|Female|Neuronal/glial, neuronal|2006|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|203|112783993|Female|Neuronal/glial, neuronal|2007|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|22|112783993|Female|Neuronal/glial, neuronal|2007|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|203|114027722|Female|Neuronal/glial, neuronal|2008|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|24|114027722|Female|Neuronal/glial, neuronal|2008|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|221|115293599|Female|Neuronal/glial, neuronal|2009|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|21|115293599|Female|Neuronal/glial, neuronal|2009|0.0|0.0|0.0
20+|0.2|0.3|0.2|Benign/Borderline|248|116622642|Female|Neuronal/glial, neuronal|2010|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|19|116622642|Female|Neuronal/glial, neuronal|2010|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|240|117941206|Female|Neuronal/glial, neuronal|2011|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|18|117941206|Female|Neuronal/glial, neuronal|2011|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|210|119233275|Female|Neuronal/glial, neuronal|2012|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|20|119233275|Female|Neuronal/glial, neuronal|2012|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|1075|608145338|Female|Neuronal/glial, neuronal|2012-2016|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|87|608145338|Female|Neuronal/glial, neuronal|2012-2016|0.0|0.0|0.0
20+|0.1|0.2|0.2|Benign/Borderline|183|120424999|Female|Neuronal/glial, neuronal|2013|0.1|0.2|0.2
20+|~|~|~|Malignant|~|120424999|Female|Neuronal/glial, neuronal|2013|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|233|121659593|Female|Neuronal/glial, neuronal|2014|0.2|0.2|0.2
20+|~|~|~|Malignant|~|121659593|Female|Neuronal/glial, neuronal|2014|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|223|122838596|Female|Neuronal/glial, neuronal|2015|0.2|0.2|0.2
20+|~|~|~|Malignant|~|122838596|Female|Neuronal/glial, neuronal|2015|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|226|123988875|Female|Neuronal/glial, neuronal|2016|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|27|123988875|Female|Neuronal/glial, neuronal|2016|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109112165|Female|Oligodendroglioma|2004|~|~|~
20+|0.3|0.4|0.3|Malignant|355|109112165|Female|Oligodendroglioma|2004|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|110320645|Female|Oligodendroglioma|2005|~|~|~
20+|0.3|0.4|0.3|Malignant|360|110320645|Female|Oligodendroglioma|2005|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|111567226|Female|Oligodendroglioma|2006|~|~|~
20+|0.3|0.4|0.3|Malignant|379|111567226|Female|Oligodendroglioma|2006|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|112783993|Female|Oligodendroglioma|2007|~|~|~
20+|0.3|0.4|0.3|Malignant|370|112783993|Female|Oligodendroglioma|2007|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|114027722|Female|Oligodendroglioma|2008|~|~|~
20+|0.3|0.4|0.3|Malignant|362|114027722|Female|Oligodendroglioma|2008|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|115293599|Female|Oligodendroglioma|2009|~|~|~
20+|0.3|0.4|0.3|Malignant|365|115293599|Female|Oligodendroglioma|2009|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|116622642|Female|Oligodendroglioma|2010|~|~|~
20+|0.3|0.3|0.3|Malignant|331|116622642|Female|Oligodendroglioma|2010|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|117941206|Female|Oligodendroglioma|2011|~|~|~
20+|0.2|0.3|0.3|Malignant|318|117941206|Female|Oligodendroglioma|2011|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|119233275|Female|Oligodendroglioma|2012|~|~|~
20+|0.2|0.3|0.3|Malignant|296|119233275|Female|Oligodendroglioma|2012|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|608145338|Female|Oligodendroglioma|2012-2016|~|~|~
20+|0.3|0.3|0.3|Malignant|1569|608145338|Female|Oligodendroglioma|2012-2016|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|120424999|Female|Oligodendroglioma|2013|~|~|~
20+|0.3|0.3|0.3|Malignant|342|120424999|Female|Oligodendroglioma|2013|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|121659593|Female|Oligodendroglioma|2014|~|~|~
20+|0.2|0.3|0.3|Malignant|306|121659593|Female|Oligodendroglioma|2014|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|122838596|Female|Oligodendroglioma|2015|~|~|~
20+|0.2|0.3|0.3|Malignant|303|122838596|Female|Oligodendroglioma|2015|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|123988875|Female|Oligodendroglioma|2016|~|~|~
20+|0.2|0.3|0.3|Malignant|322|123988875|Female|Oligodendroglioma|2016|0.2|0.3|0.3
20+|0.0|0.1|0.1|Benign/Borderline|68|109112165|Female|Other mesenchymal|2004|0.0|0.1|0.1
20+|0.0|0.0|0.0|Malignant|26|109112165|Female|Other mesenchymal|2004|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|83|110320645|Female|Other mesenchymal|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|27|110320645|Female|Other mesenchymal|2005|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|87|111567226|Female|Other mesenchymal|2006|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|28|111567226|Female|Other mesenchymal|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|83|112783993|Female|Other mesenchymal|2007|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|38|112783993|Female|Other mesenchymal|2007|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|102|114027722|Female|Other mesenchymal|2008|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|52|114027722|Female|Other mesenchymal|2008|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|95|115293599|Female|Other mesenchymal|2009|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|25|115293599|Female|Other mesenchymal|2009|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|95|116622642|Female|Other mesenchymal|2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|35|116622642|Female|Other mesenchymal|2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|92|117941206|Female|Other mesenchymal|2011|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|31|117941206|Female|Other mesenchymal|2011|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|109|119233275|Female|Other mesenchymal|2012|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|38|119233275|Female|Other mesenchymal|2012|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|471|608145338|Female|Other mesenchymal|2012-2016|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|185|608145338|Female|Other mesenchymal|2012-2016|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|104|120424999|Female|Other mesenchymal|2013|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|39|120424999|Female|Other mesenchymal|2013|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|94|121659593|Female|Other mesenchymal|2014|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|33|121659593|Female|Other mesenchymal|2014|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|89|122838596|Female|Other mesenchymal|2015|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|37|122838596|Female|Other mesenchymal|2015|0.0|0.0|0.0
20+|0.0|0.1|0.1|Benign/Borderline|75|123988875|Female|Other mesenchymal|2016|0.0|0.1|0.1
20+|0.0|0.0|0.0|Malignant|38|123988875|Female|Other mesenchymal|2016|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109112165|Female|Pilocytic astrocytoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|125|109112165|Female|Pilocytic astrocytoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|110320645|Female|Pilocytic astrocytoma|2005|~|~|~
20+|0.1|0.2|0.1|Malignant|150|110320645|Female|Pilocytic astrocytoma|2005|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|111567226|Female|Pilocytic astrocytoma|2006|~|~|~
20+|0.1|0.2|0.1|Malignant|149|111567226|Female|Pilocytic astrocytoma|2006|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|112783993|Female|Pilocytic astrocytoma|2007|~|~|~
20+|0.1|0.2|0.1|Malignant|163|112783993|Female|Pilocytic astrocytoma|2007|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|114027722|Female|Pilocytic astrocytoma|2008|~|~|~
20+|0.1|0.2|0.1|Malignant|145|114027722|Female|Pilocytic astrocytoma|2008|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|115293599|Female|Pilocytic astrocytoma|2009|~|~|~
20+|0.1|0.1|0.1|Malignant|135|115293599|Female|Pilocytic astrocytoma|2009|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|116622642|Female|Pilocytic astrocytoma|2010|~|~|~
20+|0.1|0.2|0.2|Malignant|166|116622642|Female|Pilocytic astrocytoma|2010|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|117941206|Female|Pilocytic astrocytoma|2011|~|~|~
20+|0.1|0.2|0.1|Malignant|161|117941206|Female|Pilocytic astrocytoma|2011|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|119233275|Female|Pilocytic astrocytoma|2012|~|~|~
20+|0.1|0.1|0.1|Malignant|122|119233275|Female|Pilocytic astrocytoma|2012|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|608145338|Female|Pilocytic astrocytoma|2012-2016|~|~|~
